"6987
908518
462961
1275758
1234370
265966"
"69780
129911
142441
139177
177366
206567
208536
220499
240334
293616
295445
341475
1057573
1337716
661837
476255
872273
647940
943813
1509621
976323
1160214
889384
507972
1406064
524446"
"1129611
1122336
6949
18552
1081340
162831
153681
201979
1226063
1555478
1476112
1586623
1375275
1361516
443458
449794
429898
581144
880847
970519
956774
938197"
"21895
-1
62696
68899
79111
77315
102929
112942
117385
129114
136322
161547
152749
155162
175060
170978
191611
227106
217373
217456
234220
230951
255147
247523
266899
317418
308573
347430
354153
333456
338479
339792
336807
337116
386117
372702
409417
408384
394026
445125
429899
473629
464920
516338
507646
495620
611086
749468
1328276
618989
915990
1214431
1453541
875466
1475065
1042488
1267148
1245321
920001
1064767
715759
1178592
776713
780202
1338119
597210
1185143
1084538
1006893
1196313
629802
807076
912792
883063
1385190
1052469
1036252
1530665
633386
907429
1350529
756441
1464342
976540
1060601
1474339
750790
591983
1241747
774064
696322
1117853
1219403
1019518
1425831
574034
1527997
529788
524311
525470
537847
541900"
"8225
128336
196780
241035
265966
324907
306269
529275
562696
745329
1335319
570400
678973
917707
408897
462031
711543
1273750
864332
742384
402284
1337679
632893
1106742"
"27227
44212
85399
288442
263126
766344
657310
1143159
678144
988078
526052
531491
850632
672231
1560964
1240975
918235
1143203
613516
921919
519778
606985
1081204
791631
1264435
1028537
750759
1316315
1499608
435041
1198895
1466180
431163
404708
408298"
"26971
71040
79953
1094474
110846
1258606
1406190
1387329
341330
386385
1352368
1350159
406612
651344
688304
974140
956476"
"26211
72999
119567
152159
194778
188161
310709
348809
499958
678789
1058468
1378539
1314877
913418
1421280"
"25957
46294
54785
1049383
657951
628198
1476712
571746
1117512
412623
1586592
850098
1077044
931432
784733
884951
311125
254057
569834
138165
1213822
1054069
1040703
727061
109521
485787
416467
287513
923151
1074710
1279603
824164
379955
1545268
1109286
122986
1433900
125053
642769
641796
525911
852203
359646
1076414
587450
966987
1299103
1420875
176529
1140606
740035
415468
661153
550778
1128749
1533375
930403
640944
124107
715192
1003228
145952
1227452
647723
404514
348476
766899
1060058
304702
1427754
1296177
1540502
766621
341922
155788
1554793
1554792
566032
1158496
936741
157721
1500147
966912
1362582
300660
1240386
354193
320452
1054932
110868"
"5211
36916
51412
54587
53474
62222
88238
137741
152357
191996
195804
216439
236918
233957
230473
290061
313712
317370
327563
383428
378403
369580
528902
632367
670033
764888
955250
1207336
902472
786633
805982
1347176
788806
1150969
1475888
1300094
1585941
956494
1270968
1355606
1154912
1372176
1007703
757013
847617
906562
1100080
954858
1015755
1019089
1266507
855527"
